51	0	12469321	1
51	0	11938726	1
51	0	8723628	1
51	0	7975554	1
51	0	11189372	1
51	0	10640352	1
51	0	10594227	1
51	0	9477228	1
51	0	8863735	1
51	0	8860659	1
51	0	7590952	1
51	0	7772840	1
51	0	7995598	1
51	0	8294004	1
52	0	12952929	1
52	0	12949260	1
52	0	12937339	1
52	0	12915680	1
52	0	12898158	1
52	0	12885555	1
52	0	12871708	1
52	0	12871700	1
52	0	12860376	1
52	0	12813461	1
52	0	12812787	1
52	0	12805222	1
52	0	12767988	1
52	0	12756226	1
52	0	12736218	1
52	0	12724325	1
52	0	12719544	1
52	0	12668633	1
52	0	12668627	1
52	0	12645927	1
52	0	12642687	1
52	0	12600942	1
52	0	12569130	1
52	0	12558599	1
52	0	12549854	1
52	0	12548541	1
52	0	12533515	1
52	0	12527209	1
52	0	12526749	1
52	0	14625142	1
52	0	14581414	1
52	0	14499645	1
52	0	12874278	1
52	0	12824873	1
52	0	12810601	1
52	0	12791979	1
52	0	12771126	1
52	0	12702657	1
52	0	12651889	1
52	0	12631383	1
52	0	12610652	1
52	0	12604173	1
52	0	12588853	1
52	0	12523659	1
53	0	12900338	1
54	0	12933839	1
54	0	12743044	1
54	0	12582122	1
54	0	14585977	1
54	0	12833677	1
54	0	12453220	1
54	0	12453219	1
54	0	12445405	1
54	0	12409417	1
54	0	12191464	1
54	0	12125052	1
54	0	12076256	1
54	0	11929689	1
54	0	11682542	1
54	0	11390700	1
54	0	11284217	1
54	0	11248064	1
54	0	10894781	1
54	0	10894780	1
54	0	10592694	1
54	0	10455055	1
54	0	9650971	1
54	0	7672080	1
55	0	14583738	1
55	0	12779337	1
55	0	11961102	1
55	0	12866056	1
55	0	12123597	1
55	0	11219831	1
55	0	11149891	1
55	0	10991787	1
55	0	9893710	1
55	0	9783158	1
55	0	9421495	1
