51	12971406	NR
51	12788709	NR
51	12569671	NR
51	12469321	DR
51	12209789	NR
51	11938726	DR
51	11831478	NR
51	11514534	NR
51	11510122	NR
51	11189372	PR
51	10709327	NR
51	10706659	NR
51	10640352	PR
51	10633125	NR
51	10603421	NR
51	10594227	PR
51	10217492	NR
51	9782506	NR
51	9680299	NR
51	9617825	NR
51	9581292	NR
51	9477228	PR
51	9387226	NR
51	9255988	NR
51	9172860	NR
51	9163905	NR
51	9074496	NR
51	8988356	NR
51	8863735	PR
51	8860659	PR
51	8763945	NR
51	8723628	DR
51	8703519	NR
51	8639332	NR
51	8312602	NR
51	8294004	PR
51	8244937	NR
51	8196655	NR
51	8154182	NR
51	8125340	NR
51	8088551	NR
51	8058827	NR
51	8057478	NR
51	8056760	NR
51	8045428	NR
51	8045378	NR
51	7995598	PR
51	7975554	DR
51	7891665	NR
51	7772840	PR
51	7654312	NR
51	7592477	NR
51	7590952	PR
51	7590345	NR
51	7569314	NR
51	7509557	NR
51	7489906	NR
51	7488268	NR
52	14631632	NR
52	14625142	PR
52	14602871	NR
52	14602829	NR
52	14583455	NR
52	14583240	NR
52	14581564	NR
52	14581414	PR
52	14562050	NR
52	14559787	NR
52	14530746	NR
52	14518171	NR
52	14509570	NR
52	14505801	NR
52	14505572	NR
52	14502292	NR
52	14499645	PR
52	13679583	NR
52	13677374	NR
52	12967557	NR
52	12965297	NR
52	12958188	NR
52	12957827	NR
52	12957350	NR
52	12952940	NR
52	12952929	DR
52	12952927	NR
52	12951064	NR
52	12951045	NR
52	12949260	DR
52	12943221	NR
52	12941626	NR
52	12937339	DR
52	12932351	NR
52	12930889	NR
52	12930781	NR
52	12930774	NR
52	12927333	NR
52	12926124	NR
52	12925589	NR
52	12923448	NR
52	12921741	NR
52	12915680	DR
52	12915248	NR
52	12915115	NR
52	12907630	NR
52	12904165	NR
52	12901858	NR
52	12898158	DR
52	12897152	NR
52	12894581	NR
52	12893825	NR
52	12892653	NR
52	12887406	NR
52	12885777	NR
52	12885555	DR
52	12884861	NR
52	12883492	NR
52	12879962	NR
52	12874278	PR
52	12872724	NR
52	12871708	DR
52	12871700	DR
52	12869564	NR
52	12868986	NR
52	12861406	NR
52	12860376	DR
52	12845670	NR
52	12843407	NR
52	12843402	NR
52	12842914	NR
52	12842913	NR
52	12839992	NR
52	12837243	NR
52	12836159	NR
52	12832889	NR
52	12829841	NR
52	12827279	NR
52	12824876	NR
52	12824873	PR
52	12813463	NR
52	12813461	DR
52	12812787	DR
52	12810645	NR
52	12810601	PR
52	12805222	DR
52	12800193	NR
52	12799363	NR
52	12796505	NR
52	12795424	NR
52	12794074	NR
52	12794058	NR
52	12791979	PR
52	12791265	NR
52	12790775	NR
52	12783789	NR
52	12782598	NR
52	12781685	NR
52	12781368	NR
52	12771126	PR
52	12769225	NR
52	12767988	DR
52	12767722	NR
52	12762841	NR
52	12761255	NR
52	12756226	DR
52	12755534	NR
52	12746283	NR
52	12740383	NR
52	12736218	DR
52	12735302	NR
52	12730129	NR
52	12727872	NR
52	12724944	NR
52	12724940	NR
52	12724325	DR
52	12722819	NR
52	12722806	NR
52	12721245	NR
52	12719544	DR
52	12717191	NR
52	12711682	NR
52	12709594	NR
52	12707770	NR
52	12707037	NR
52	12707032	NR
52	12706873	NR
52	12702657	PR
52	12702551	NR
52	12701741	NR
52	12697565	NR
52	12696580	NR
52	12694259	NR
52	12684316	NR
52	12679314	NR
52	12679102	NR
52	12673938	NR
52	12673560	NR
52	12668767	NR
52	12668633	DR
52	12668627	DR
52	12668261	NR
52	12665833	NR
52	12665036	NR
52	12663324	NR
52	12663262	NR
52	12662900	NR
52	12660848	NR
52	12660268	NR
52	12657632	NR
52	12654360	NR
52	12654300	NR
52	12654289	NR
52	12651889	PR
52	12649343	NR
52	12649158	NR
52	12648196	NR
52	12645927	DR
52	12644633	NR
52	12642687	DR
52	12642683	NR
52	12636921	NR
52	12636920	NR
52	12634785	NR
52	12632098	NR
52	12632086	NR
52	12631383	PR
52	12629517	NR
52	12626327	NR
52	12619162	NR
52	12618034	NR
52	12615938	NR
52	12610652	PR
52	12604173	PR
52	12603528	NR
52	12600942	DR
52	12597447	NR
52	12592614	NR
52	12589056	NR
52	12588987	NR
52	12588853	PR
52	12587714	NR
52	12586605	NR
52	12583530	NR
52	12580645	NR
52	12576759	NR
52	12573432	NR
52	12573047	NR
52	12570762	NR
52	12569130	DR
52	12558599	DR
52	12557204	NR
52	12556519	NR
52	12556497	NR
52	12551949	NR
52	12549854	DR
52	12548541	DR
52	12545697	NR
52	12543863	NR
52	12533515	DR
52	12532431	NR
52	12530959	NR
52	12527209	DR
52	12527198	NR
52	12526749	DR
52	12523659	PR
52	12518791	NR
53	14666454	NR
53	14657160	NR
53	14645472	NR
53	14638736	NR
53	14638726	NR
53	14627632	NR
53	14623122	NR
53	14612389	NR
53	14611687	NR
53	14600428	NR
53	14600132	NR
53	14587099	NR
53	14586741	NR
53	14581411	NR
53	14578200	NR
53	14576825	NR
53	14576818	NR
